CONSECUTIVO,CATEGORIA,TIPO ACTIVO,ESTADO FISICO,RESPONSABLE,MARCA / MODELO,DESCRIPCION,CODIGO BARRAS PENDULUM,UBICACION FISICA,SERIE DEL EQUIPO,OBSERVACIONES,NUMERO DE FACTURA,FECHA DE COMPRA,IDPROVEEDOR,,,
11,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21904,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
12,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21905,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
13,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21906,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
14,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21907,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
15,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21908,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
16,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21909,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
17,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21910,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
18,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21911,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
19,EQUIPO DE COMPUTO,CPU,492,353,Hip-Hop/Hip-Hop,EQUIPOS AMD A6 GIGABYTE RAM 4 GBS HDD 500,21912,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
20,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21913,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
21,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21914,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
22,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21915,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
23,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21916,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
24,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21917,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
25,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21918,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
26,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21919,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
27,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21920,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
28,EQUIPO DE COMPUTO,MONITOR,492,353,LG/19M38,LED Monitor 19 Pulgadas,21921,10,,,402646689,07/11/2017,P001554,,",","Insert into PENDUPM.INVENTARIOMAIN(IDINVENTARIO,  IDAREAPRODUCTO, IDPRODUCTO, IDSUBGRUPO, IDPROPIETARIOS, IDSUCURSAL, IDUBICACION, IDMOTIVOMOVTO, IDPROVEEDOR, IDSTATUS, IDRESULTADOVALORACION, IDRESPONSABLE, FCCODIGOBARRAS, NMDESCRIPCION, FCCAJA, FCBUSQUEDA, FDFECREGISTRO, FDFECULTMOVTO, FDFECULTVALORACION, FCCODBAREXPED, FDFECPRESTAMO, FDFECDEVOLUCION, FDFECGESTIONADO, IDDESPACHO, FDDESPACHOGESTION, FCSTATUSGESTION, FCREINSERCION, FDFECREINSERCION, FCLWASOCIA, FCCALIFICACION, IDFOLIOCARGA, IDPROVEEDORACTIVOS, FCFACTURA, FDCOMPRAACTIVO) Values (PENDUPM.SEQINVENTARIOMAIN.NEXTVAL, 270,68, 270, NULL, 1, 102, 275, 'NOTIENE' ,68,NULL,353, '21980', 'Diadema', 'Diadema', 'Diadema',  TO_DATE('11/16/2017 11:02:20', 'MM/DD/YYYY HH24:MI:SS'), TO_DATE('11/16/2017 15:52:23', 'MM/DD/YYYY HH24:MI:SS'), NULL,NULL, NULL, NULL, NULL, '68',NULL, NULL, NULL, NULL, NULL,NULL,171, NULL, '43076' , 'CargaMasiva11');  "
